City,Population,MedianIncome,PopulationWithHighSchoolDiploma,PopulationWithAssociatesDegree,PopulationWithBachelorsDegree,PopulationWithHighSpeedInternet,Latitude,Longitude
"Winnie, TX",6152.0,51989.0,1238.0,152.0,607.0,3511,29.8167164,-94.3806725
"Winnsboro, LA",13774.0,33110.0,3098.0,491.0,655.0,4481,32.1646898,-91.720647
"Winnsboro, SC",13956.0,36304.0,4008.0,710.0,1155.0,3000,34.371821999999995,-81.09065820000002
"Winnsboro, TX",9940.0,52733.0,1547.0,541.0,868.0,3188,32.9559033,-95.290319
"Winona Lake, IN",4925.0,62703.0,558.0,224.0,742.0,4933,41.2171432,-85.8131347
"Winona, KS",429.0,55694.0,55.0,50.0,43.0,169,39.0617169,-101.2449267
"Winona, MN",34834.0,53098.0,4556.0,2679.0,4338.0,16563,44.0512706,-91.6680758
"Winona, MO",2607.0,31513.0,737.0,60.0,144.0,1092,37.0041505,-91.3269623
"Winona, MS",7397.0,42806.0,1234.0,409.0,649.0,3526,33.490256,-89.7292875
"Winona, TX",3002.0,47946.0,597.0,191.0,171.0,595,32.4926101,-95.1774127
"Winooski, VT",7242.0,51728.0,1018.0,387.0,1158.0,7374,44.495587,-73.1848573
"Winside, NE",957.0,67688.0,180.0,120.0,106.0,429,42.17744370000001,-97.1753924
"Winslow, AR",2701.0,37295.0,486.0,108.0,313.0,582,35.801542,-94.131779
"Winslow, AZ",15330.0,37880.0,2142.0,736.0,485.0,7660,35.0242363,-110.7093313
"Winslow, IL",739.0,56591.0,214.0,63.0,119.0,338,42.4930013,-89.7948723
"Winslow, IN",3058.0,48567.0,777.0,263.0,167.0,865,38.3826746,-87.2121534
"Winslow, NE",72.0,38500.0,16.0,7.0,0.0,107,41.6101248,-96.5046951
"Winsted, CT",11962.0,71981.0,2808.0,910.0,1203.0,6692,41.9258483,-73.0675434
"Winsted, MN",2784.0,61977.0,600.0,305.0,155.0,2225,44.958192,-94.050277
"Winston, MO",671.0,55313.0,198.0,24.0,37.0,262,39.8699459,-94.141744
"Winston, MT",359.0,44250.0,102.0,36.0,108.0,149,46.4684314,-111.6652235
"Winston, NM",172.0,33438.0,26.0,18.0,50.0,56,33.3461116,-107.6487426
"Winston, OR",7737.0,45667.0,1688.0,515.0,395.0,5233,43.1201094,-123.4245298
"Winstonville, MS",198.0,10772.0,65.0,4.0,7.0,26,33.9122916,-90.7528841
"Winter Garden, FL",69976.0,81711.0,8785.0,4405.0,11825.0,42893,28.5412165,-81.591241
"Winter Harbor, ME",403.0,42000.0,120.0,37.0,49.0,427,44.3927979,-68.0916565
"Winter Haven, FL",106878.0,48478.0,21766.0,7198.0,8727.0,41140,28.0458358,-81.7327428
"Winter Park, CO",831.0,87794.0,96.0,34.0,275.0,747,39.8784724,-105.78284309999998
"Winter Park, FL",78142.0,65989.5,8657.0,6528.0,15411.0,35350,28.5966304,-81.3457476
"Winter Springs, FL",45323.0,70469.0,5148.0,4191.0,9601.0,36884,28.6880636,-81.2699615
"Winter, WI",1427.0,44717.0,480.0,149.0,112.0,281,45.822142,-91.0130431
"Winterhaven, CA",1684.0,22100.0,345.0,48.0,56.0,398,32.7371834,-114.6377979
"Winterport, ME",3931.0,62455.0,934.0,206.0,497.0,1350,44.6481258,-68.8612526
"Winters, CA",10495.0,84949.0,1175.0,504.0,1016.0,6771,38.5332708,-121.975473
"Winters, TX",3432.0,38806.0,631.0,106.0,238.0,2286,31.9491269,-99.9593083
"Winterset, IA",8457.0,60691.0,1805.0,640.0,1133.0,4864,41.3498968,-94.0180651
"Winterville, GA",6866.0,47062.0,1584.0,279.0,909.0,1162,33.9666348,-83.2815578
"Winterville, NC",25032.0,72112.0,2854.0,1993.0,4653.0,9989,35.5286737,-77.40007290000001
"Winthrop Harbor, IL",6733.0,88520.0,1145.0,540.0,1130.0,6882,42.4806144,-87.82955720000002
"Winthrop, AR",583.0,60694.0,100.0,26.0,60.0,184,33.83083679999999,-94.3542224
"Winthrop, IA",1897.0,73468.0,438.0,251.0,169.0,857,42.470766,-91.737378
"Winthrop, ME",5915.0,71321.0,998.0,800.0,892.0,2681,44.3233834,-69.9507955
"Winthrop, MN",2144.0,57833.0,505.0,178.0,218.0,1396,44.542254,-94.3600129
"Winthrop, NY",2047.0,42757.0,521.0,137.0,230.0,512,44.8036393,-74.8099506
"Winthrop, WA",2461.0,59787.0,338.0,119.0,666.0,340,48.4716683,-120.1790059
"Winton, CA",14116.0,47184.0,2053.0,285.0,566.0,10819,37.3854272,-120.6173641
"Winton, NC",2362.0,37778.0,507.0,154.0,146.0,770,36.3894477,-76.9347285
"Wiota, IA",167.0,68125.0,50.0,13.0,38.0,116,41.4007798,-94.8873286
"Wiscasset, ME",4357.0,57031.0,1086.0,226.0,456.0,994,44.010754,-69.6780279
"Wisconsin Dells, WI",10450.0,54273.0,2164.0,956.0,1228.0,2573,43.6383649,-89.7757605
"Wisconsin Rapids, WI",33903.0,50884.5,8320.0,3270.0,3063.0,17802,44.3929232,-89.8267493
"Wisdom, MT",261.0,63125.0,93.0,19.0,45.0,103,45.60998770000001,-113.4457488
"Wise River, MT",244.0,46771.0,62.0,15.0,58.0,32,45.7943988,-112.9438372
"Wise, VA",9575.0,40060.0,1499.0,517.0,721.0,2821,36.976692,-82.58065490000001
"Wishek, ND",1342.0,55288.0,291.0,160.0,115.0,835,46.2556154,-99.5544816
"Wishram, WA",578.0,31667.0,123.0,22.0,25.0,136,45.6613311,-120.9713679
"Wisner, LA",2233.0,33040.0,540.0,114.0,71.0,864,31.9804278,-91.6550899
"Wisner, NE",1783.0,55179.0,407.0,163.0,194.0,1137,41.9893868,-96.9143452
"Wister, OK",3493.0,47849.0,959.0,253.0,244.0,1085,34.969742600000004,-94.7206381
"Withee, WI",2372.0,50850.0,512.0,132.0,81.0,492,44.9508196,-90.5988311
"Witherbee, NY",390.0,43774.0,76.0,35.0,13.0,384,44.0823196,-73.53384240000003
"Witt, IL",1104.0,43365.0,275.0,62.0,65.0,800,39.2538523,-89.3487947
"Wittenberg, WI",2984.0,56471.0,935.0,224.0,225.0,1065,44.8268842,-89.16660329999998
"Wittmann, AZ",6368.0,62250.0,1171.0,259.0,412.0,1197,33.7749568,-112.525091
"Wixom, MI",17054.0,52335.0,2248.0,1268.0,3072.0,13526,42.5230503,-83.5310864
"Woburn, MA",40359.0,90969.0,6748.0,2376.0,8098.0,38564,42.4887033,-71.15438309999998
"Woden, IA",397.0,62614.0,83.0,20.0,58.0,228,43.2307563,-93.9114016
"Wofford Heights, CA",2477.0,29736.0,662.0,135.0,131.0,2453,35.714951,-118.4726643
"Wolbach, NE",407.0,40729.0,114.0,24.0,46.0,268,41.4017279,-98.3901622
"Wolcott, CO",77.0,-666666666.0,11.0,0.0,0.0,3,39.7035715,-106.6793009
"Wolcott, IN",1670.0,71538.0,372.0,92.0,172.0,997,40.7590335,-87.042098
"Wolcott, NY",5316.0,52365.0,1253.0,416.0,268.0,1701,43.2227847,-76.8121332
"Wolcott, VT",2233.0,67931.0,483.0,178.0,284.0,30,44.5518091,-72.4700739
"Wolcottville, IN",6651.0,65417.0,1478.0,400.0,487.0,999,41.5254845,-85.36652509999998
"Wolf Creek, MT",490.0,58667.0,133.0,37.0,77.0,35,47.00588370000001,-112.0700606
"Wolf Lake, MN",0.0,-666666666.0,0.0,0.0,0.0,63,46.810067,-95.3505945
"Wolf Point, MT",5838.0,42679.0,938.0,298.0,402.0,2581,48.0933114,-105.6413636
"Wolfe City, TX",3739.0,72944.0,804.0,266.0,307.0,1508,33.3685277,-96.0719862
"Wolfeboro, NH",6320.0,60898.0,1336.0,488.0,1062.0,2055,43.5936315,-71.2116333
"Wolfforth, TX",8149.0,74413.0,937.0,394.0,938.0,3792,33.516917,-102.0045048
"Wolford, ND",180.0,71250.0,40.0,11.0,13.0,36,48.497482700000006,-99.7038146
"Wolsey, SD",947.0,78688.0,255.0,105.0,97.0,403,44.410763,-98.4738917
"Wolverine, MI",2240.0,41008.0,674.0,132.0,137.0,245,45.2735928,-84.605544
"Wolverton, MN",467.0,71923.0,84.0,78.0,61.0,139,46.5630313,-96.7362447
"Womelsdorf, PA",5616.0,64280.0,1244.0,525.0,415.0,2710,40.3669563,-76.1867528
"Wonder Lake, IL",10728.0,72123.0,2257.0,786.0,1277.0,3925,42.3834047,-88.3500402
"Wonewoc, WI",2278.0,55563.0,674.0,153.0,135.0,806,43.6534771,-90.2242424
"Wood Dale, IL",14021.0,69738.0,3288.0,767.0,1609.0,13974,41.96630620000001,-87.9808506
"Wood Lake, MN",865.0,60357.0,211.0,95.0,60.0,397,44.65132,-95.5358416
"Wood River, IL",10471.0,48061.0,2216.0,687.0,754.0,10591,38.8632702,-90.0776444
"Wood River, NE",2468.0,57880.0,479.0,136.0,248.0,1380,40.8195757,-98.6041774
"Wood, SD",115.0,-666666666.0,24.0,0.0,11.0,65,43.4970588,-100.4801577
"Woodacre, CA",1228.0,56379.0,136.0,74.0,358.0,1191,38.0051738,-122.6383098
"Woodbine, GA",5789.0,67341.0,1058.0,377.0,624.0,1532,30.9598545,-81.718098
"Woodbine, IA",2217.0,64167.0,608.0,145.0,252.0,1382,41.7355131,-95.7073652
"Woodbine, KS",175.0,48333.0,36.0,17.0,26.0,169,38.79560170000001,-96.9593067
"Woodbine, NJ",8063.0,65000.0,1748.0,448.0,767.0,1277,39.2283502,-74.80962070000002
"Woodbourne, NY",2980.0,71359.0,446.0,263.0,252.0,385,41.7610572,-74.59772059999997
"Woodbridge, CA",3599.0,92545.0,463.0,144.0,500.0,3928,38.17206470000001,-121.30891470000002
"Woodbridge, NJ",19989.0,86615.0,3548.0,944.0,3402.0,20216,40.55285739999999,-74.28693929999999
"Woodbridge, VA",212018.0,97709.0,25873.0,11336.0,29409.0,42260,38.6405563,-77.2550935
"Woodburn, IA",585.0,43750.0,214.0,29.0,71.0,206,41.0108524,-93.5963201
"Woodburn, IN",3915.0,68532.0,842.0,299.0,262.0,1663,41.125477,-84.8599145
"Woodburn, KY",1481.0,50217.0,412.0,165.0,102.0,463,36.84151,-86.53106240000002
"Woodburn, OR",29796.0,54079.0,4005.0,1320.0,2180.0,24471,45.1472657,-122.8604014
"Woodbury Heights, NJ",3329.0,90333.0,600.0,269.0,439.0,3090,39.8132901,-75.1506497
"Woodbury, GA",2609.0,28750.0,625.0,159.0,97.0,29,32.98521760000001,-84.582015
"Woodbury, NJ",35190.0,70780.0,7420.0,2228.0,5155.0,10274,39.8379065,-75.15153000000002
"Woodbury, NY",17924.0,182569.0,2110.0,506.0,4536.0,8700,40.8202082,-73.4724495
"Woodbury, NY",17924.0,182569.0,2110.0,506.0,4536.0,9940,41.327541,-74.1021113
"Woodbury, PA",1193.0,63958.0,293.0,79.0,107.0,252,40.2252925,-78.3659602
"Woodbury, TN",8465.0,53523.0,2420.0,276.0,644.0,2665,35.8247304,-86.0724337
"Woodcliff Lake, NJ",5832.0,171103.0,501.0,174.0,1635.0,6152,41.0259773,-74.0610613
"Woodford, WI",50.0,-666666666.0,9.0,0.0,0.0,72,42.647308,-89.8572058
"Woodhull, IL",1082.0,63500.0,269.0,116.0,82.0,811,41.1784513,-90.3222302
"Woodinville, WA",37391.0,142052.0,2925.0,2362.0,9652.0,11120,47.7576947,-122.1467909
"Woodlake, CA",9906.0,42882.0,1312.0,601.0,383.0,7443,36.4128251,-119.09953
"Woodland Park, CO",13034.0,77420.0,1333.0,1323.0,2566.0,7020,38.9982124,-105.0590191
"Woodland, AL",4332.0,55803.0,952.0,202.0,239.0,172,33.3756267,-85.39743940000002
"Woodland, CA",65189.0,72787.0,9248.0,3422.0,7091.0,58040,38.6711605,-121.7500432
"Woodland, GA",953.0,39500.0,376.0,118.0,31.0,407,32.7882173,-84.56122140000002
"Woodland, IL",211.0,44500.0,63.0,15.0,4.0,317,40.71511,-87.7311105
"Woodland, MI",1846.0,71800.0,457.0,190.0,141.0,438,42.7267881,-85.1344233
"Woodland, MS",1455.0,35784.0,373.0,41.0,125.0,7,33.779675,-89.05069
"Woodland, NC",1810.0,45865.0,395.0,41.0,137.0,749,36.3306149,-77.2149118
"Woodland, WA",12919.0,71532.0,2129.0,883.0,1184.0,5647,45.9181833,-122.75350159999998
"Woodlawn, IL",2184.0,69828.0,409.0,219.0,221.0,698,38.3282687,-89.03446729999997
"Woodlawn, VA",7652.0,55573.0,2138.0,424.0,558.0,1908,36.7387669,-80.80945870000002
"Woodlawn, VA",7652.0,55573.0,2138.0,424.0,558.0,20708,38.7328848,-77.1151704
"Woodlyn, PA",4060.0,68411.0,1180.0,204.0,408.0,9376,39.8773724,-75.344501
"Woodmere, NY",14066.0,145139.0,1038.0,370.0,2153.0,17003,40.6373579,-73.7211862
"Woodridge, IL",32390.0,85574.0,3306.0,1870.0,7192.0,30979,41.7373922,-88.0441298
"Woodridge, NY",2081.0,49868.0,248.0,193.0,244.0,837,41.7184025,-74.5799647
"Woodruff, SC",16138.0,47237.0,2526.0,738.0,1745.0,4398,34.7424815,-82.03477729999999
"Woodruff, UT",356.0,49113.0,72.0,30.0,41.0,167,41.5211818,-111.16387749999998
"Woodruff, WI",5109.0,45512.0,1032.0,318.0,793.0,973,45.8944359,-89.69115409999998
"Woods Cross, UT",15839.0,84873.0,2120.0,927.0,2177.0,10969,40.8731898,-111.91777340000002
"Woods Hole, MA",649.0,99444.0,24.0,16.0,194.0,759,41.5286922,-70.6664812
"Woodsboro, MD",2057.0,82500.0,480.0,104.0,248.0,1227,39.534026,-77.30990959999998
"Woodsboro, TX",2161.0,50613.0,390.0,82.0,103.0,1512,28.237807300000004,-97.3253798
"Woodsfield, OH",4721.0,36816.0,1505.0,348.0,189.0,1880,39.763047,-81.1167745
"Woodson, IL",200.0,53125.0,59.0,16.0,22.0,505,39.6274104,-90.2256355
"Woodson, TX",347.0,-666666666.0,62.0,20.0,23.0,229,33.01493060000001,-99.0534287
"Woodstock, AL",3014.0,57750.0,1031.0,149.0,119.0,1103,33.2174981,-87.1484329
"Woodstock, GA",103645.0,84860.5,10843.0,5596.0,21366.0,27596,34.103139500000005,-84.512997
"Woodstock, IL",32972.0,69005.0,5506.0,1854.0,3980.0,23089,42.3095479,-88.4353438
"Woodstock, MN",321.0,52292.0,72.0,29.0,21.0,124,44.0110404,-96.0966785
"Woodstock, NY",5045.0,61797.0,643.0,244.0,1034.0,2227,42.043168,-74.1166815
"Woodstock, OH",748.0,66552.0,160.0,63.0,69.0,305,40.17361029999999,-83.5280655
"Woodstock, VA",9457.0,56091.0,1996.0,521.0,1222.0,4859,38.8721146,-78.51713050000002
"Woodstock, VT",3303.0,75556.0,313.0,234.0,810.0,888,43.62343970000001,-72.5130032
"Woodston, KS",171.0,44038.0,39.0,1.0,41.0,134,39.4538846,-99.0983069
"Woodstown, NJ",9013.0,92750.0,1700.0,583.0,1425.0,3499,39.65017750000001,-75.32623249999997
"Woodsville, NH",2358.0,46442.0,577.0,174.0,168.0,1347,44.14158370000001,-72.0268303
"Woodville, AL",3785.0,38448.0,884.0,348.0,231.0,745,34.6295758,-86.2834611
"Woodville, MS",5335.0,26353.0,1127.0,166.0,286.0,387,31.1028915,-91.2992566
"Woodville, OH",3220.0,70000.0,632.0,298.0,378.0,2134,41.4510285,-83.36398790000001
"Woodville, TX",12228.0,39063.0,2592.0,358.0,812.0,2372,30.7744326,-94.4224535
"Woodville, WI",2448.0,64167.0,520.0,216.0,253.0,1432,44.9483025,-92.2850638
"Woodward, IA",2388.0,80787.0,425.0,266.0,341.0,2216,41.8527638,-93.9207301
"Woodward, OK",15399.0,59349.0,3269.0,517.0,1280.0,6081,36.4248321,-99.4047263
"Woodway, TX",25525.0,71929.0,2312.0,2026.0,4881.0,6544,31.4983337,-97.230789
"Woodworth, LA",2430.0,69152.0,450.0,134.0,407.0,666,31.1738934,-92.5204181
"Woodworth, ND",141.0,31992.0,49.0,10.0,9.0,51,47.14216879999999,-99.3041506
"Woody Creek, CO",223.0,-666666666.0,0.0,19.0,41.0,273,39.27087279999999,-106.8883312
"Woody, CA",72.0,102500.0,27.0,12.0,0.0,12,35.7081483,-118.81439650000002
"Wooldridge, MO",315.0,65385.0,104.0,21.0,39.0,61,38.9065646,-92.5214013
"Woolrich, PA",386.0,-666666666.0,23.0,49.0,14.0,555,41.1857369,-77.3711446
"Woolstock, IA",376.0,67857.0,81.0,35.0,38.0,168,42.5647759,-93.8431305
"Woonsocket, RI",41603.0,42595.0,8096.0,2364.0,3357.0,41821,42.0017078,-71.4999468
"Woonsocket, SD",1220.0,51944.0,347.0,120.0,80.0,551,44.0541976,-98.2717112
"Wooster, AR",0.0,-666666666.0,0.0,0.0,0.0,697,35.1997598,-92.4502673
"Wooster, OH",45195.0,55143.0,9992.0,2094.0,4827.0,25670,40.8170295,-81.93152940000002
"Worcester, MA",185540.0,46734.22222222222,30719.0,10083.0,22579.0,181987,42.2694781,-71.8077831
"Worcester, NY",1880.0,48704.0,344.0,180.0,209.0,1113,42.6141218,-74.7398084
"Worcester, VT",1302.0,62727.0,236.0,62.0,228.0,117,44.370033,-72.550149
"Worden, IL",2893.0,84718.0,596.0,303.0,328.0,1020,38.9311134,-89.84023309999998
"Worden, MT",1536.0,56435.0,287.0,193.0,141.0,634,45.9623025,-108.162267
"Worland, WY",7336.0,54037.0,1156.0,520.0,684.0,4720,44.0204021,-107.961653
"Worley, ID",1829.0,58889.0,304.0,133.0,195.0,64,47.4005329,-116.9192542
"Worth, IL",10849.0,57669.0,2420.0,838.0,766.0,10634,41.68821120000001,-87.7925772
"Worth, MO",78.0,57656.0,20.0,2.0,5.0,63,40.4045217,-94.4465062
"Wortham, TX",1492.0,37500.0,202.0,114.0,112.0,1074,31.7901541,-96.4616126
"Worthing, SD",1503.0,76856.0,329.0,193.0,140.0,409,43.3300464,-96.7682471
"Worthington Springs, FL",253.0,38036.0,28.0,11.0,2.0,282,29.9336061,-82.4085185
"Worthington, IA",715.0,67353.0,275.0,70.0,54.0,414,42.3979285,-91.1207029
"Worthington, IN",2746.0,47195.0,612.0,207.0,183.0,1448,39.1183788,-86.97979570000003
"Worthington, KY",1553.0,51250.0,354.0,155.0,81.0,1607,38.5511065,-82.7349536
"Worthington, MN",14574.0,52699.0,2442.0,737.0,1032.0,4750,43.62873270000001,-95.5997019
"Worthington, MO",241.0,28482.0,54.0,9.0,0.0,82,40.408501,-92.6892547
"Worthington, PA",2888.0,56731.0,850.0,189.0,314.0,639,40.8379873,-79.6350322
"Worthington, WV",1493.0,64554.0,412.0,96.0,98.0,81,39.4576771,-80.26398990000001
"Worthville, KY",1927.0,33362.0,356.0,67.0,41.0,189,38.6101382,-85.066911
"Worthville, PA",62.0,44464.0,29.0,5.0,6.0,63,41.0244891,-79.1410647
"Worton, MD",1842.0,55766.0,348.0,82.0,294.0,249,39.270657,-76.0918245
"Wrangell, AK",2502.0,53894.0,608.0,162.0,250.0,1297,56.1807793,-132.0267878
"Wray, CO",3657.0,53858.0,597.0,177.0,413.0,2236,40.0799527,-102.2286219
"Wren, OH",125.0,68929.0,43.0,9.0,10.0,195,40.802675,-84.7723067
"Wrens, GA",3589.0,34426.0,861.0,124.0,297.0,347,33.2074338,-82.3875828
"Wrenshall, MN",1694.0,67667.0,383.0,177.0,205.0,405,46.6216886,-92.3840687
"Wright City, MO",11206.0,68936.0,2631.0,622.0,1184.0,2669,38.83449829999999,-91.0399536
"Wright City, OK",1543.0,35192.0,428.0,82.0,107.0,765,34.0662855,-95.0070097
"Wright, MN",638.0,71250.0,199.0,54.0,37.0,117,46.6725154,-93.0068556
"Wright, WY",1412.0,91125.0,416.0,103.0,145.0,861,43.7491526,-105.4948336
"Wrightstown, NJ",4717.0,62200.0,850.0,142.0,593.0,703,40.0255891,-74.6319077
"Wrightstown, WI",3490.0,78068.0,563.0,342.0,523.0,2677,44.325734,-88.1757797
"Wrightsville Beach, NC",2599.0,108684.0,114.0,99.0,932.0,3125,34.2129914,-77.797924
"Wrightsville, PA",7539.0,62015.0,2136.0,470.0,748.0,2349,40.0238749,-76.5312069
"Wrightwood, CA",4562.0,68640.0,658.0,355.0,603.0,4006,34.3459882,-117.6275788
"Wurtsboro, NY",4058.0,74375.0,817.0,243.0,650.0,1005,41.5760927,-74.4856484
"Wyaconda, MO",376.0,38125.0,111.0,46.0,12.0,122,40.3921873,-91.9261183
"Wyalusing, PA",4179.0,65793.0,1364.0,300.0,344.0,598,41.6726408,-76.26115970000002
"Wyandanch, NY",14864.0,81378.0,2923.0,651.0,1119.0,11375,40.7491429,-73.3635245
"Wyandotte, MI",25044.0,54462.0,5229.0,2102.0,2276.0,25135,42.2106735,-83.1572083
"Wyandotte, OK",3486.0,41028.0,769.0,238.0,229.0,327,36.80714329999999,-94.7293045
"Wyanet, IL",1291.0,55688.0,345.0,71.0,65.0,991,41.3609141,-89.58272740000002
"Wyano, PA",451.0,62792.0,176.0,48.0,0.0,484,40.2015174,-79.6939396
"Wykoff, MN",898.0,61458.0,221.0,87.0,75.0,442,43.7086557,-92.2673911
"Wylie, TX",56376.0,94641.0,6670.0,3071.0,9065.0,50476,33.035816600000004,-96.5200521
"Wymore, NE",1873.0,45179.0,425.0,168.0,124.0,1471,40.1218192,-96.6641586
"Wynantskill, NY",7871.0,77714.0,1279.0,856.0,1088.0,3788,42.6888809,-73.6447223
"Wyncote, PA",7070.0,76586.0,897.0,288.0,1437.0,3120,40.0915084,-75.14626700000002
"Wyndmere, ND",811.0,74464.0,144.0,151.0,81.0,429,46.2641285,-97.1311822
"Wynnburg, TN",42.0,-666666666.0,3.0,0.0,0.0,109,36.3300212,-89.4685526
"Wynne, AR",12952.0,49677.0,3183.0,659.0,853.0,6057,35.2352869,-90.7883616
"Wynnewood, OK",4553.0,49306.0,1180.0,198.0,368.0,2123,34.6427889,-97.162467
"Wyocena, WI",438.0,53542.0,115.0,38.0,26.0,658,43.4932386,-89.3018354
"Wyola, MT",471.0,47250.0,79.0,29.0,38.0,213,45.1153438,-107.373805
"Wyoming, IA",1127.0,58309.0,285.0,107.0,48.0,510,42.0595425,-91.0051881
"Wyoming, IL",1922.0,62663.0,476.0,200.0,165.0,1213,41.0637987,-89.7728516
"Wyoming, MI",57159.0,52094.5,10087.0,3144.0,5533.0,75441,42.8903169,-85.7067332
"Wyoming, MN",10597.0,83766.0,2289.0,989.0,1043.0,5893,45.3399528,-92.9682876
"Wyoming, NY",1592.0,60469.0,343.0,121.0,163.0,429,42.8240645,-78.08412840000003
"Wyoming, PA",7245.0,64621.0,1652.0,708.0,1183.0,2955,41.3056766,-75.84288620000002
"Wyoming, RI",1289.0,77917.0,235.0,180.0,149.0,270,41.513472,-71.689088
"Wytheville, VA",13780.0,48202.0,2833.0,1067.0,1167.0,6927,36.9533853,-81.0884377
"Xenia, IL",1815.0,43929.0,294.0,140.0,125.0,368,38.6372643,-88.63751529999998
"Xenia, OH",39139.0,57511.0,8324.0,2439.0,4173.0,26248,39.6831333,-83.9408082
"Yabucoa, PR",33499.0,16295.0,5614.0,2971.0,3661.0,6072,18.0463184,-65.8829804
"Yachats, OR",1673.0,51231.0,243.0,155.0,352.0,730,44.31175800000001,-124.1013919
"Yacolt, WA",7159.0,75972.0,1322.0,433.0,471.0,103,45.8652427,-122.4062803
"Yadkinville, NC",13145.0,46610.0,2871.0,1119.0,922.0,2781,36.1315626,-80.6593276
"Yakima, WA",129539.0,50805.0,17086.0,7531.0,9759.0,92348,46.59093789999999,-120.5494001
"Yakutat, AK",649.0,71607.0,135.0,26.0,86.0,579,59.5635878,-139.6061905
"Yalaha, FL",1041.0,77167.0,308.0,234.0,67.0,1243,28.7447112,-81.82250450000002
"Yale, IA",316.0,49750.0,99.0,20.0,28.0,236,41.7751204,-94.3578003
"Yale, MI",5273.0,51875.0,1313.0,347.0,274.0,1724,43.1282504,-82.79756440000001
"Yale, OK",2016.0,35037.0,587.0,73.0,198.0,1316,36.1151467,-96.7010586
"Yamhill, OR",4288.0,95000.0,626.0,364.0,511.0,1115,45.3408294,-123.1844695
"Yampa, CO",719.0,70625.0,202.0,33.0,104.0,444,40.1530069,-106.9086322
"Yancey, TX",469.0,43688.0,132.0,31.0,48.0,85,29.1470714,-99.1426423
"Yanceyville, NC",5246.0,36604.0,1123.0,386.0,424.0,1325,36.4102001,-79.3293567
"Yankeetown, FL",585.0,41094.0,126.0,45.0,70.0,490,29.0319149,-82.76324140000001
"Yankton, SD",19269.0,55605.0,3352.0,1178.0,2229.0,1036,42.88975070000001,-97.3926871
"Yantis, TX",3907.0,57549.0,617.0,235.0,646.0,398,32.9285305,-95.5773569
"Yaphank, NY",5865.0,98702.0,1454.0,393.0,797.0,4737,40.8310103,-72.93165040000002
"Yarmouth Port, MA",6580.0,74654.0,952.0,452.0,1675.0,4559,41.707149,-70.2209278
"Yarmouth, IA",155.0,33906.0,40.0,24.0,0.0,53,41.0245128,-91.3220667
"Yarmouth, ME",8529.0,89984.0,772.0,475.0,2346.0,5666,43.803815,-70.1885798
"Yarnell, AZ",739.0,40893.0,182.0,93.0,73.0,736,34.2282481,-112.7630619
"Yates Center, KS",2200.0,44107.0,405.0,189.0,229.0,1233,37.8674841,-95.7548099
"Yates City, IL",1290.0,55000.0,333.0,115.0,72.0,639,40.7776473,-90.0138967
"Yatesville, GA",1345.0,55313.0,261.0,69.0,38.0,288,32.9134155,-84.1427129
"Yauco, PR",35317.0,14794.0,7669.0,1886.0,4858.0,13500,18.0347926,-66.8621299
"Yazoo City, MS",22241.0,29770.0,3983.0,989.0,1260.0,10448,32.8622192,-90.407996
"Yeagertown, PA",1031.0,50446.0,479.0,41.0,59.0,1027,40.6410751,-77.5802822
"Yellow Springs, OH",5390.0,65304.0,564.0,188.0,1103.0,3692,39.7983823,-83.8919843
"Yellville, AR",6749.0,34149.0,1472.0,415.0,436.0,1206,36.2288461,-92.6861235
"Yelm, WA",23996.0,70629.0,3554.0,1766.0,2028.0,7463,46.9426075,-122.6431588
"Yemassee, SC",5640.0,36391.0,1664.0,474.0,180.0,1204,32.69485030000001,-80.8690474
"Yeoman, IN",134.0,63333.0,30.0,2.0,4.0,31,40.6676915,-86.723792
"Yerington, NV",7834.0,41765.0,1565.0,334.0,577.0,2455,38.9554323,-119.1100308
"Yermo, CA",2195.0,56757.0,385.0,49.0,29.0,714,34.9066556,-116.8232743
"Yoakum, TX",10724.0,51264.0,2611.0,454.0,710.0,5633,29.2932037,-97.1470102
"Yolo, CA",183.0,-666666666.0,36.0,16.0,10.0,129,38.7404633,-121.8093244
"Yoncalla, OR",1839.0,44786.0,409.0,177.0,129.0,1056,43.6002466,-123.29237240000002
"Yonkers, NY",180641.0,65897.8,27705.0,9832.0,22242.0,192504,40.9458622,-73.8674464
"Yorba Linda, CA",70796.0,132615.5,5845.0,3926.0,17021.0,69150,33.8890375,-117.7720695
"York Harbor, ME",59.0,-666666666.0,0.0,0.0,16.0,2764,43.1430222,-70.6474891
"York Haven, PA",5664.0,72841.0,1802.0,244.0,509.0,727,40.1104218,-76.71502149999998
"York Springs, PA",4075.0,67576.0,1071.0,237.0,296.0,831,40.0093305,-77.11590679999998
"York, AL",3001.0,30904.0,648.0,185.0,208.0,2200,32.5005859,-88.2913937
"York, NE",9400.0,60052.0,1482.0,773.0,1303.0,7314,40.8703788,-97.5927453
"York, NY",64.0,126250.0,27.0,0.0,19.0,539,42.869558700000006,-77.8872281
"York, PA",181014.0,64260.28571428572,39827.0,11639.0,19673.0,44766,39.9647979,-76.73184029999999
