City,Population,MedianIncome,PopulationWithHighSchoolDiploma,PopulationWithAssociatesDegree,PopulationWithBachelorsDegree,PopulationWithHighSpeedInternet,Latitude,Longitude
"Laguna Hills, CA",30012.0,101735.0,2338.0,2293.0,6925.0,30717,33.5912164,-117.6976212
"Laguna Niguel, CA",66314.0,108252.0,5185.0,4147.0,15854.0,62385,33.5286538,-117.7012525
"Laguna Woods, CA",16053.0,44020.0,2388.0,1261.0,4503.0,12093,33.6120583,-117.7303193
"Laguna, NM",4090.0,34605.0,777.0,181.0,161.0,654,35.047377399999995,-107.4017386
"Lahaina, HI",22301.0,79873.0,5257.0,1203.0,2649.0,11738,20.8860478,-156.6661947
"Lahoma, OK",1015.0,55250.0,243.0,43.0,116.0,522,36.3879885,-98.0903217
"Laie, HI",6182.0,96792.0,490.0,220.0,678.0,6431,21.6455445,-157.9228554
"Laingsburg, MI",7444.0,81107.0,1273.0,620.0,1135.0,1273,42.8905596,-84.35039909999998
"Lajas, PR",23186.0,14013.0,4030.0,1878.0,1992.0,4071,18.0428758,-67.0571264
"Lake Alfred, FL",8324.0,48341.0,1708.0,665.0,512.0,5948,28.0988045,-81.7248342
"Lake Andes, SD",2034.0,44018.0,292.0,152.0,127.0,475,43.1555206,-98.5367056
"Lake Ann, MI",3295.0,81731.0,490.0,239.0,530.0,273,44.7269777,-85.8468874
"Lake Arrowhead, CA",5578.0,82398.0,662.0,525.0,701.0,13888,34.2540591,-117.1781075
"Lake Arthur, LA",3462.0,40380.0,815.0,79.0,153.0,2639,30.0799666,-92.67741
"Lake Arthur, NM",985.0,68125.0,141.0,45.0,59.0,37,32.9993899,-104.3636954
"Lake Benton, MN",1082.0,51979.0,265.0,129.0,108.0,588,44.2622263,-96.2992568
"Lake Bluff, IL",9990.0,107550.0,653.0,341.0,2319.0,5725,42.282695200000006,-87.8523056
"Lake Bronson, MN",509.0,55000.0,107.0,41.0,40.0,220,48.7324312,-96.6649275
"Lake Butler, FL",23622.0,42851.0,4946.0,1486.0,1212.0,18235,28.4828473,-81.538656
"Lake Butler, FL",23622.0,42851.0,4946.0,1486.0,1212.0,1900,30.0184084,-82.3426444
"Lake Charles, LA",132394.0,51825.8,23023.0,6056.0,14251.0,71099,30.2006019,-93.2108429
"Lake City, AR",3722.0,47222.0,1016.0,302.0,265.0,2309,35.8193696,-90.4539052
"Lake City, CO",795.0,56518.0,125.0,31.0,202.0,384,38.0216051,-107.31070590000002
"Lake City, FL",59458.0,47314.666666666664,11927.0,3831.0,4230.0,11827,30.1908649,-82.64728000000002
"Lake City, IA",2093.0,54531.0,525.0,174.0,216.0,1615,42.2676703,-94.7310545
"Lake City, KS",347.0,83984.0,54.0,0.0,42.0,26,37.35695689999999,-98.8278645
"Lake City, MI",7838.0,46347.0,1897.0,669.0,548.0,853,44.3296678,-85.20847420000003
"Lake City, MN",7877.0,64665.0,1606.0,655.0,1019.0,5018,44.445704600000006,-92.2809247
"Lake City, PA",4204.0,51583.0,1187.0,182.0,453.0,2949,42.0177271,-80.3463012
"Lake City, SC",13487.0,40120.0,2635.0,785.0,1312.0,6471,33.8677249,-79.75388459999998
"Lake City, SD",223.0,-666666666.0,29.0,57.0,59.0,47,45.7247529,-97.4140235
"Lake Crystal, MN",4095.0,70000.0,911.0,360.0,511.0,2502,44.1054045,-94.2191409
"Lake Dallas, TX",12640.0,75266.0,1993.0,532.0,1771.0,7779,33.127781,-97.0227863
"Lake Elmo, MN",9750.0,120214.0,1087.0,544.0,2074.0,6126,44.9878468,-92.9096542
"Lake Elsinore, CA",84107.0,72461.0,13242.0,3873.0,6289.0,57060,33.685956,-117.3354038
"Lake Forest, CA",59403.0,97554.0,6069.0,3992.0,12616.0,72645,33.654946100000004,-117.6758479
"Lake Forest, IL",21134.0,179563.0,848.0,464.0,5466.0,19408,42.2353499,-87.85730500000003
"Lake Geneva, WI",16858.0,66011.0,2961.0,763.0,2806.0,7734,42.583346,-88.4284541
"Lake George, MN",427.0,58194.0,109.0,50.0,52.0,267,47.1788165,-94.9723645
"Lake George, NY",4570.0,61868.0,802.0,471.0,695.0,905,43.4259236,-73.7151683
"Lake Grove, NY",12598.0,116788.0,1971.0,833.0,2027.0,11028,40.8578166,-73.1168438
"Lake Hamilton, FL",1153.0,48519.0,393.0,86.0,74.0,1388,28.0492033,-81.6268503
"Lake Havasu City, AZ",58186.0,53284.333333333336,13733.0,4345.0,4423.0,51541,34.4998087,-114.3109427
"Lake Helen, FL",3807.0,46307.0,841.0,347.0,399.0,1982,28.983863800000005,-81.23108719999998
"Lake Hiawatha, NJ",9143.0,86799.0,1468.0,388.0,1988.0,9286,40.8814706,-74.3826119
"Lake Hopatcong, NJ",9263.0,101977.0,1737.0,755.0,1687.0,9442,40.9595624,-74.6095071
"Lake Hughes, CA",2683.0,64969.0,561.0,188.0,198.0,323,34.6824154,-118.4519379
"Lake Huntington, NY",270.0,40313.0,82.0,50.0,3.0,222,41.6800386,-74.9941903
"Lake Isabella, CA",6327.0,38951.0,1261.0,522.0,582.0,2990,35.6370977,-118.4826097
"Lake Jackson, TX",29436.0,83782.0,3942.0,1968.0,4823.0,28228,29.0508635,-95.4512295
"Lake Junaluska, NC",417.0,65988.0,28.0,18.0,86.0,2329,35.5302063,-82.9727728
"Lake Katrine, NY",3436.0,52799.0,846.0,308.0,378.0,2154,41.9852184,-73.9897588
"Lake Leelanau, MI",1969.0,71755.0,253.0,154.0,383.0,243,44.980738,-85.71639029999999
"Lake Lillian, MN",1084.0,63523.0,215.0,150.0,84.0,242,44.9458679,-94.8799951
"Lake Linden, MI",2537.0,49234.0,523.0,211.0,293.0,941,47.1954566,-88.4057389
"Lake Lure, NC",2420.0,58385.0,268.0,196.0,536.0,1147,35.44838350000001,-82.2022001
"Lake Luzerne, NY",3249.0,58950.0,771.0,342.0,376.0,941,43.3299145,-73.84352990000002
"Lake Mary, FL",45244.0,87581.0,4399.0,3845.0,10524.0,15896,28.7591044,-81.3328131
"Lake Mills, IA",2826.0,51827.0,619.0,320.0,269.0,1960,43.4170814,-93.5315882
"Lake Mills, WI",8656.0,73561.0,1200.0,628.0,1500.0,5739,43.0776393,-88.9064113
"Lake Milton, OH",2629.0,46406.0,875.0,137.0,269.0,639,41.0939773,-80.9758109
"Lake Minchumina, AK",23.0,-666666666.0,3.0,3.0,5.0,11,63.7902529,-152.4617938
"Lake Nebagamon, WI",1732.0,67024.0,345.0,148.0,297.0,1054,46.4977483,-91.7043525
"Lake Norden, SD",972.0,72083.0,238.0,40.0,93.0,465,44.58005670000001,-97.2115686
"Lake Odessa, MI",6000.0,65000.0,1368.0,438.0,424.0,2043,42.7829205,-85.1375375
"Lake Orion, MI",38401.0,96989.33333333333,4267.0,2586.0,7382.0,3117,42.7836501,-83.2443213
"Lake Oswego, OR",45633.0,113302.5,2254.0,1680.0,13570.0,39023,45.413551,-122.7000072
"Lake Ozark, MO",7172.0,60840.0,943.0,518.0,1109.0,1648,38.2008656,-92.6300463
"Lake Panasoffkee, FL",4728.0,36953.0,1231.0,271.0,289.0,4191,28.7842893,-82.12307209999999
"Lake Park, GA",11005.0,44176.0,2174.0,458.0,867.0,122,30.6855598,-83.1877037
"Lake Park, IA",1517.0,62438.0,339.0,196.0,183.0,1112,43.4469379,-95.3249468
"Lake Park, MN",2676.0,67037.0,519.0,242.0,351.0,796,46.8839418,-96.0987492
"Lake Placid, FL",21099.0,39421.0,6977.0,1224.0,1607.0,2620,27.3026049,-81.37147579999998
"Lake Placid, NY",4746.0,60464.0,547.0,310.0,857.0,2424,44.28417,-73.98642640000001
"Lake Preston, SD",704.0,61429.0,234.0,71.0,92.0,555,44.3616628,-97.3759915
"Lake Providence, LA",6468.0,19544.0,1337.0,140.0,307.0,3400,32.8019734,-91.1752322
"Lake Station, IN",10855.0,45754.0,2839.0,372.0,458.0,12178,41.5767347,-87.25287840000001
"Lake Stevens, WA",33205.0,96325.0,4999.0,2508.0,4411.0,30487,48.0020128,-122.095872
"Lake Tomahawk, WI",1265.0,61912.0,227.0,79.0,157.0,199,45.8091847,-89.5773887
"Lake View, IA",1486.0,68229.0,328.0,179.0,193.0,963,42.3019955,-95.0357608
"Lake View, SC",2074.0,27772.0,626.0,94.0,70.0,802,34.3407843,-79.1664255
"Lake Villa, IL",34596.0,100595.0,4602.0,1973.0,5995.0,8408,42.417573,-88.08260940000002
"Lake Village, AR",4138.0,41653.0,920.0,177.0,480.0,1906,33.329179700000005,-91.284794
"Lake Village, IN",3251.0,67731.0,980.0,147.0,180.0,709,41.13083029999999,-87.4390241
"Lake Waccamaw, NC",2684.0,53281.0,397.0,213.0,263.0,1404,34.318218,-78.5111855
"Lake Wales, FL",39605.0,42190.0,8308.0,2282.0,3113.0,13548,27.920696600000007,-81.59950450000002
"Lake Wilson, MN",762.0,66786.0,188.0,90.0,64.0,249,43.9953576,-95.9545881
"Lake Winola, PA",404.0,60625.0,99.0,55.0,60.0,465,41.5153315,-75.8484838
"Lake Worth Beach, FL",32573.0,42329.0,4840.0,1811.0,2659.0,38877,26.6197202,-80.0587184
"Lake Zurich, IL",42608.0,141285.0,3549.0,1824.0,10079.0,19549,42.1954434,-88.086774
"Lake, MS",2550.0,37500.0,508.0,166.0,162.0,228,32.3299924,-89.3143505
"Lakefield, MN",2676.0,53208.0,630.0,232.0,258.0,1602,43.6780141,-95.1694538
"Lakehead, CA",1358.0,54500.0,231.0,258.0,82.0,310,40.9034358,-122.3996577
"Lakehurst, NJ",2756.0,68586.0,580.0,123.0,255.0,2662,40.0131186,-74.3203559
"Lakeland, FL",259498.0,54913.11111111111,51078.0,17484.0,26877.0,109118,28.055496100000006,-81.95477209999999
"Lakeland, GA",6774.0,32625.0,1183.0,497.0,421.0,2866,31.0408174,-83.0747303
"Lakeland, MN",3559.0,86406.0,606.0,299.0,622.0,1823,44.9531737,-92.7666297
"Lakemore, OH",1009.0,46525.0,295.0,59.0,22.0,3091,41.02265360000001,-81.4234385
"Lakeport, CA",11369.0,49690.0,2025.0,837.0,1292.0,4649,39.03833270000001,-122.9226333
"Lakeside, CA",46306.0,79803.0,8488.0,3519.0,4818.0,20092,32.856617,-116.9042369
"Lakeside, MT",2189.0,66526.0,304.0,235.0,474.0,2710,48.0182749,-114.23191640000002
"Lakeside, OR",2170.0,37377.0,616.0,197.0,156.0,1717,43.5844985,-124.1719321
"Laketon, IN",225.0,36983.0,7.0,14.0,10.0,582,40.9812126,-85.839996
"Laketown, UT",330.0,75769.0,15.0,31.0,56.0,164,41.8293681,-111.3326911
"Lakeview, AR",1841.0,47218.0,459.0,171.0,194.0,747,36.3739069,-92.5387347
"Lakeview, MI",4647.0,47237.0,992.0,312.0,305.0,1018,43.4430646,-85.2669373
"Lakeview, OH",4446.0,44413.0,1446.0,259.0,214.0,1089,40.4877122,-83.9306575
"Lakeview, OR",4969.0,44725.0,942.0,399.0,432.0,1404,42.1914378,-120.352536
"Lakeview, TX",181.0,24250.0,51.0,7.0,24.0,106,34.6727654,-100.6972189
"Lakeville, CT",2138.0,72604.0,166.0,103.0,515.0,1044,41.962149200000006,-73.4432973
"Lakeville, IN",3209.0,58173.0,782.0,258.0,298.0,790,41.5284718,-86.2753812
"Lakeville, MN",55085.0,115477.0,4841.0,4370.0,13484.0,59816,44.67613370000001,-93.2517433
"Lakeville, NY",711.0,48939.0,221.0,90.0,105.0,730,42.83676120000001,-77.703154
"Lakewood, CA",79675.0,91903.0,10847.0,6500.0,11999.0,82261,33.8471353,-118.121894
"Lakewood, IL",668.0,63438.0,170.0,126.0,44.0,3806,42.2245142,-88.3866881
"Lakewood, IL",668.0,63438.0,170.0,126.0,44.0,17,39.32350020000001,-88.89817590000001
"Lakewood, NJ",102466.0,52148.0,12472.0,1894.0,7732.0,53055,40.0939748,-74.2114777
"Lakewood, NY",4419.0,58885.0,820.0,480.0,600.0,2947,42.0991414,-79.32010179999997
"Lakewood, OH",50351.0,53324.0,6146.0,2594.0,10656.0,49952,41.4832577,-81.80114300000002
"Lakewood, WA",65764.0,49695.0,10449.0,5538.0,6541.0,57739,47.1640919,-122.5281062
"Lakewood, WI",895.0,46765.0,264.0,63.0,116.0,55,45.3005916,-88.51454050000002
"Lakin, KS",2598.0,46750.0,534.0,125.0,127.0,2046,37.940016,-101.2584441
"Lakota, IA",567.0,48125.0,147.0,26.0,34.0,293,43.3786473,-94.0962997
"Lakota, ND",914.0,49297.0,159.0,94.0,146.0,592,48.04286810000001,-98.3467667
"Lamar, AR",4286.0,40615.0,1009.0,143.0,300.0,1468,35.4444245,-93.3946747
"Lamar, CO",9028.0,42533.0,1161.0,614.0,593.0,7198,38.0759713,-102.6147233
"Lamar, MO",7859.0,42376.0,1798.0,270.0,770.0,261,37.4939178,-94.2784275
"Lamar, MS",2289.0,33550.0,522.0,48.0,27.0,8,34.9122079,-89.3150922
"Lamar, PA",375.0,43750.0,178.0,27.0,14.0,556,41.0100352,-77.5234443
"Lamar, SC",4532.0,30014.0,975.0,228.0,318.0,981,34.1694829,-80.0649871
"Lambert, MS",1875.0,18576.0,285.0,91.0,82.0,1163,34.200596000000004,-90.2845268
"Lamberton, MN",1341.0,60769.0,330.0,89.0,148.0,794,44.2306444,-95.2676003
"Lambertville, MI",9545.0,72794.0,1673.0,903.0,1312.0,10125,41.745082,-83.6218255
"Lambertville, NJ",7496.0,95341.0,1150.0,355.0,1537.0,3876,40.3685634,-74.9430486
"Lame Deer, MT",2990.0,50125.0,288.0,257.0,78.0,1569,45.617651,-106.6133617
"Lamesa, TX",12426.0,42426.0,1869.0,296.0,904.0,8866,32.733338399999994,-101.9537729
"Lamoille, NV",363.0,150282.0,27.0,0.0,0.0,113,40.72385300000001,-115.4789494
"Lamoni, IA",2940.0,40417.0,287.0,92.0,288.0,2013,40.6195792,-93.9304769
"Lamont, CA",16397.0,41563.0,1802.0,179.0,146.0,15508,35.2651422,-118.9160415
"Lamont, FL",1128.0,36500.0,269.0,81.0,88.0,178,30.379674600000005,-83.81337629999999
"Lamont, IA",865.0,47833.0,272.0,76.0,26.0,468,42.5985515,-91.6403884
"Lamont, OK",484.0,64500.0,109.0,40.0,97.0,374,36.6913192,-97.5582739
"Lamont, WA",126.0,45625.0,21.0,21.0,17.0,9,47.2006872,-117.9049392
"Lampasas, TX",13412.0,54423.0,2464.0,970.0,1165.0,6435,31.0640365,-98.1827833
"Lamy, NM",792.0,75114.0,109.0,45.0,208.0,240,35.4854757,-105.8862931
"Lanagan, MO",466.0,26932.0,109.0,1.0,10.0,410,36.6061381,-94.4517052
"Lanai City, HI",2730.0,55464.0,702.0,229.0,334.0,3281,20.8279322,-156.9147028
"Lanark, IL",2330.0,61830.0,529.0,163.0,219.0,1273,42.10188460000001,-89.8333987
"Lancaster, CA",183868.0,56042.333333333336,30910.0,11504.0,12854.0,159075,34.693558,-118.1753054
"Lancaster, KS",745.0,62321.0,237.0,67.0,26.0,297,39.5711586,-95.3037122
"Lancaster, KY",14565.0,53262.0,2954.0,1018.0,1033.0,3555,37.6143727,-84.58320920000001
"Lancaster, MN",746.0,62232.0,201.0,48.0,79.0,250,48.8582488,-96.8013821
"Lancaster, MO",1215.0,40000.0,282.0,53.0,76.0,723,40.5263235,-92.5317315
"Lancaster, NH",3673.0,55167.0,877.0,320.0,273.0,1969,44.4886227,-71.5742241
"Lancaster, NY",32585.0,83668.0,5646.0,3199.0,4906.0,10527,42.9005999,-78.6687755
"Lancaster, OH",61565.0,52934.0,14947.0,4071.0,5516.0,41497,39.72473710000001,-82.605275
"Lancaster, PA",167624.0,-166620073.25,29815.0,8893.0,23531.0,60371,40.0420608,-76.30099009999998
"Lancaster, SC",47626.0,42927.0,11262.0,2989.0,3124.0,10625,34.7240348,-80.7793356
"Lancaster, TX",41580.0,57420.5,6211.0,2197.0,3391.0,38686,32.596202500000004,-96.773789
"Lancaster, VA",3208.0,58333.0,673.0,207.0,496.0,69,37.7600656,-76.44867020000002
"Lancaster, WI",5887.0,60208.0,1262.0,645.0,453.0,3559,42.847348,-90.70648409999998
"Lance Creek, WY",37.0,43125.0,4.0,0.0,11.0,45,43.0447405,-104.6638351
"Lander, WY",13444.0,61020.0,1836.0,1019.0,1850.0,7075,42.8312761,-108.7598936
"Landing, NJ",6661.0,86198.0,1250.0,407.0,661.0,4467,40.9069043,-74.6620498
"Landis, NC",2746.0,57301.0,309.0,300.0,217.0,3232,35.54786370000001,-80.6122516
"Landisburg, PA",2376.0,66638.0,797.0,113.0,186.0,221,40.3429813,-77.3056184
"Landisville, PA",6669.0,89358.0,1222.0,494.0,1396.0,2003,40.0900654,-76.4053239
"Landrum, SC",8310.0,53204.0,1792.0,549.0,1143.0,2763,35.175093,-82.1857266
"Lane, IL",135.0,44653.0,45.0,7.0,7.0,33,40.1219516,-88.8557498
"Lane, KS",678.0,58173.0,156.0,27.0,74.0,227,38.4400469,-95.0820908
"Lane, OK",748.0,38864.0,164.0,33.0,58.0,6,34.299880200000004,-95.9896313
"Lane, SC",997.0,37250.0,313.0,25.0,77.0,508,33.5250937,-79.8796797
"Lane, SD",21.0,-666666666.0,7.0,2.0,0.0,62,44.069689,-98.4246204
"Lanesboro, IA",120.0,41250.0,49.0,4.0,3.0,121,42.1825414,-94.6897693
"Lanesboro, MN",1697.0,61838.0,273.0,168.0,265.0,761,43.7170753,-91.9719161
"Lanesville, IN",4482.0,79712.0,1013.0,372.0,587.0,613,38.2394054,-85.982101
"Lanett, AL",11847.0,38538.0,2335.0,648.0,857.0,299,32.8577677,-85.20776109999998
"Langdon, ND",2525.0,63417.0,468.0,238.0,295.0,1582,48.7622094,-98.3752649
"Langeloth, PA",351.0,32422.0,58.0,13.0,10.0,567,40.3631402,-80.4136656
"Langford, SD",651.0,60859.0,101.0,101.0,113.0,328,45.6022789,-97.8302237
"Langhorne, PA",34479.0,93547.0,6342.0,1996.0,6118.0,1633,40.1774525,-74.9234165
"Langley, OK",698.0,31518.0,146.0,37.0,32.0,824,36.480261,-95.0536085
"Langley, SC",2041.0,32438.0,539.0,67.0,30.0,1260,33.5151877,-81.8350372
"Langley, WA",5685.0,72697.0,564.0,411.0,1161.0,1114,48.0375368,-122.407122
"Langlois, OR",413.0,39844.0,167.0,0.0,136.0,176,42.9259011,-124.45317659999998
"Langston, AL",450.0,46364.0,82.0,12.0,64.0,116,34.5450626,-86.09335
"Langston, OK",1022.0,-666666666.0,14.0,5.0,19.0,1954,35.93127639999999,-97.279406
"Lanham, MD",43670.0,78115.0,7078.0,1861.0,5167.0,10602,38.9621239,-76.8391733
"Lankin, ND",185.0,53750.0,42.0,34.0,18.0,99,48.3146699,-97.9202584
"Lannon, WI",1213.0,65833.0,289.0,89.0,101.0,975,43.15724,-88.1581982
"Lansdale, PA",56720.0,87158.0,9062.0,2972.0,11795.0,16868,40.24165410000001,-75.2812079
"Lansdowne, PA",27976.0,54800.0,5840.0,1905.0,4019.0,10579,39.9407586,-75.2760301
"Lansford, ND",514.0,90536.0,76.0,34.0,63.0,248,48.6269524,-101.37589090000002
"Lansford, PA",3796.0,34426.0,889.0,408.0,162.0,3957,40.8330333,-75.88439699999998
"Lansing, IA",1849.0,53676.0,557.0,176.0,214.0,945,43.3598352,-91.2228588
"Lansing, IL",28633.0,53490.0,4997.0,2032.0,3078.0,28549,41.5650043,-87.5460037
"Lansing, KS",10941.0,86354.0,1247.0,582.0,1428.0,11092,39.2425924,-94.8963204
"Lansing, MI",165299.0,44938.142857142855,23649.0,10730.0,20174.0,113189,42.7143412,-84.56088869999998
"Lansing, MN",125.0,17500.0,37.0,8.0,14.0,144,43.747724100000006,-92.9657322
"Lansing, NC",3842.0,44976.0,864.0,320.0,186.0,157,36.4994696,-81.509641
"Lansing, NY",4066.0,82188.0,394.0,447.0,727.0,3519,42.4901499,-76.4865208
"Lansing, OH",444.0,41528.0,204.0,53.0,0.0,589,40.07607120000001,-80.7924146
"Lantry, SD",195.0,46625.0,40.0,7.0,6.0,35,45.01838720000001,-101.4328755
"Laona, WI",1307.0,52014.0,266.0,99.0,94.0,538,45.5596797,-88.6696556
"Lapeer, MI",31014.0,57529.0,6999.0,2485.0,2763.0,8626,43.0451272,-83.326746
"Lapel, IN",2817.0,57629.0,627.0,240.0,407.0,2035,40.033364,-85.8405605
"Lapoint, UT",863.0,81417.0,143.0,43.0,25.0,187,40.4042175,-109.7969783
"Laporte, CO",2596.0,62569.0,328.0,98.0,523.0,1810,40.6377014,-105.1436048
"Laporte, MN",3260.0,63750.0,673.0,283.0,394.0,124,47.214735,-94.7573769
"Laporte, PA",521.0,69500.0,171.0,27.0,55.0,223,41.41712620000001,-76.4924012
"Lapwai, ID",2386.0,50288.0,305.0,179.0,164.0,232,46.4037149,-116.8042234
"Laramie, WY",37600.0,-222189727.0,2472.0,1804.0,5958.0,31028,41.305955,-105.6086366
"Larchmont, NY",16302.0,196944.0,717.0,503.0,3417.0,5930,40.9259606,-73.7519603
"Larchwood, IA",1835.0,70817.0,273.0,243.0,249.0,863,43.4546482,-96.4363405
"Laredo, MO",379.0,46250.0,103.0,26.0,17.0,200,40.026072,-93.4480047
"Laredo, TX",272417.0,45490.166666666664,31870.0,10342.0,20581.0,244003,27.561660600000003,-99.4882027
"Lares, PR",24803.0,16922.0,3853.0,2064.0,2712.0,4753,18.2967582,-66.8833918
"Largo, FL",107266.0,49462.2,22822.0,8685.0,13307.0,28014,27.9059126,-82.7672365
"Larimore, ND",1972.0,65278.0,274.0,194.0,253.0,1427,47.90906500000001,-97.6270038
"Larkspur, CA",6747.0,119158.0,250.0,215.0,2240.0,11671,37.9405439,-122.5302295
"Larkspur, CO",6476.0,134952.0,641.0,380.0,1670.0,412,39.2295733,-104.885679
"Larned, KS",5642.0,47010.0,1069.0,449.0,605.0,3878,38.1833899,-99.1012605
"Larose, LA",6769.0,52028.0,1500.0,225.0,546.0,5729,29.5651955,-90.3761668
"Larrabee, IA",265.0,62813.0,101.0,41.0,27.0,132,42.86150070000001,-95.5447369
"Larwill, IN",1385.0,78906.0,406.0,90.0,139.0,296,41.1793323,-85.6238559
"Las Animas, CO",4904.0,29214.0,1058.0,177.0,282.0,2311,38.0696677,-103.2232289
"Las Cruces, NM",148646.0,-190442577.0,16126.0,7615.0,16736.0,94229,32.3264441,-106.7896951
"Las Piedras, PR",36906.0,21175.0,5892.0,2968.0,4135.0,5947,18.1786698,-65.8710791
"Las Vegas, NM",19020.0,29660.0,3068.0,1133.0,1591.0,12535,35.60155820000001,-105.2211486
"Las Vegas, NV",1572450.0,62775.813953488374,263319.0,84752.0,171701.0,646945,36.2334989,-115.2640367
"Lasara, TX",669.0,27014.0,103.0,7.0,10.0,1028,26.4637886,-97.9087127
"Lashmeet, WV",583.0,-666666666.0,87.0,24.0,56.0,406,37.422771,-81.1967327
"Latah, WA",230.0,57647.0,58.0,15.0,25.0,216,47.2821116,-117.155753
"Latexo, TX",67.0,28125.0,24.0,6.0,0.0,290,31.3914308,-95.47523
"Latham, IL",483.0,54255.0,80.0,28.0,41.0,371,39.9669684,-89.16229190000001
"Latham, KS",220.0,52500.0,45.0,8.0,28.0,136,37.5355874,-96.6425292
"Latham, MO",905.0,62321.0,58.0,7.0,39.0,29,38.5593525,-92.6789132
"Latham, NY",21665.0,81953.0,2842.0,1918.0,3135.0,12907,42.742235,-73.7503772
"Lathrop, CA",22760.0,85092.0,3545.0,1631.0,2030.0,18785,37.8086655,-121.31775890000002
"Lathrop, MO",4663.0,63702.0,1338.0,252.0,383.0,2077,39.5618475,-94.3198525
"Latimer, IA",983.0,60000.0,173.0,101.0,57.0,107,42.76304520000001,-93.3658304
"Laton, CA",3474.0,43500.0,353.0,159.0,102.0,1822,36.4314103,-119.6975968
"Latrobe, PA",27029.0,59599.0,6644.0,2141.0,3282.0,8277,40.3124344,-79.38259599999998
"Latta, SC",7483.0,32000.0,1852.0,548.0,420.0,1373,34.33899470000001,-79.4336437
"Lattimore, NC",227.0,32750.0,6.0,12.0,30.0,495,35.3153878,-81.6602036
"Latty, OH",147.0,56250.0,52.0,15.0,8.0,193,41.0878735,-84.5831742
"Lauderdale, MS",2740.0,63125.0,740.0,170.0,219.0,441,32.5103941,-88.5263662
"Laughlin, NV",8167.0,36551.0,2439.0,621.0,706.0,5510,35.1403903,-114.6165636
"Laupahoehoe, HI",609.0,65000.0,134.0,42.0,89.0,1252,19.9699439,-155.236144
"Laura, OH",1724.0,67639.0,527.0,70.0,109.0,518,39.9950854,-84.40844940000002
"Laurel Hill, FL",3099.0,46950.0,661.0,301.0,149.0,695,30.9605805,-86.4578186
"Laurel Hill, NC",4598.0,36681.0,962.0,358.0,261.0,1061,34.8095257,-79.54545949999998
"Laurel, DE",15117.0,50259.0,3347.0,878.0,958.0,3832,38.571457,-75.571134
"Laurel, IA",493.0,61250.0,139.0,44.0,61.0,249,41.8839968,-92.9223118
"Laurel, IN",3708.0,59853.0,738.0,275.0,66.0,518,39.5020372,-85.18788149999997
"Laurel, MD",113565.0,95020.0,12618.0,5086.0,19439.0,25267,39.0950748,-76.8612452
"Laurel, MS",42652.0,39055.0,6703.0,2767.0,3169.0,17842,31.6950773,-89.1449554
"Laurel, MT",12206.0,68006.0,2415.0,971.0,1632.0,7070,45.6729564,-108.7708408
"Laurel, NE",1502.0,56111.0,264.0,139.0,233.0,902,42.4301412,-97.0986364
"Laurel, NY",710.0,-666666666.0,170.0,22.0,58.0,719,40.9729178,-72.5545317
"Laurelton, PA",415.0,71667.0,92.0,14.0,11.0,224,40.8789875,-77.2043118
"Laurelville, OH",3942.0,43208.0,1387.0,183.0,223.0,536,39.4738854,-82.73638659999997
"Laurens, IA",1625.0,50648.0,351.0,183.0,170.0,819,42.847502,-94.8479386
"Laurens, NY",1362.0,60375.0,320.0,113.0,191.0,262,42.5313186,-75.08871579999997
"Laurens, SC",20999.0,41567.0,3915.0,1405.0,1472.0,8346,34.502247100000005,-82.0207333
"Laurier, WA",24.0,17019.0,16.0,0.0,0.0,1,48.9972975,-118.2247864
"Laurinburg, NC",25575.0,36195.0,4659.0,1488.0,1731.0,14844,34.7621385,-79.477378
"Laurys Station, PA",973.0,98750.0,149.0,103.0,148.0,26,40.723499200000006,-75.5430844
"Lava Hot Springs, ID",1009.0,71250.0,325.0,80.0,133.0,452,42.6201065,-112.0099021
"Lavaca, AR",5189.0,53152.0,1032.0,343.0,365.0,2349,35.3301993,-94.1828847
"Lavalette, WV",2796.0,62231.0,554.0,163.0,374.0,508,38.3223696,-82.4478926
"Lavallette, NJ",3911.0,77283.0,767.0,278.0,939.0,2073,39.969474100000006,-74.0718801
"Lavelle, PA",113.0,46250.0,27.0,16.0,45.0,446,40.7623138,-76.3868791
"Laverne, OK",2155.0,49250.0,402.0,50.0,240.0,1259,36.7053512,-99.8967937
"Lavina, MT",379.0,41250.0,106.0,29.0,53.0,159,46.295015,-108.938808
"Lavon, TX",4395.0,93047.0,563.0,294.0,584.0,2767,33.0250287,-96.4374126
"Lavonia, GA",8009.0,53067.0,1569.0,520.0,777.0,2117,34.4339111,-83.1079594
"Lawai, HI",201.0,70673.0,16.0,101.0,19.0,2104,21.9201172,-159.5009566
"Lawler, IA",842.0,59583.0,244.0,81.0,79.0,436,43.071824,-92.1538883
"Lawn, TX",538.0,59783.0,178.0,15.0,75.0,361,32.136569699999995,-99.7500989
"Lawndale, CA",34827.0,65340.0,5007.0,1436.0,3940.0,33701,33.8884347,-118.3531433
"Lawndale, NC",7820.0,36117.0,1542.0,515.0,453.0,614,35.4143842,-81.5621036
"Lawnside, NJ",2725.0,63850.0,826.0,95.0,294.0,2948,39.8673079,-75.0289028
"Lawrence, KS",102536.0,-133288732.2,8204.0,4417.0,15557.0,90462,38.9600294,-95.26293
